epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
338,1310.34,0.51196,0.25761,0.76592,0.99171,0.98506,0.99433,0.86716,0.51112,0.25003,0.76152,6.6637e-05,6.6637e-05,6.6637e-05
339,1314.22,0.5204,0.26113,0.76161,0.99066,0.98353,0.99431,0.86768,0.5127,0.25366,0.76212,6.6538e-05,6.6538e-05,6.6538e-05
340,1318.12,0.50371,0.25448,0.76729,0.99119,0.98249,0.99406,0.87165,0.51711,0.25863,0.76206,6.6439e-05,6.6439e-05,6.6439e-05
341,1321.98,0.50687,0.25528,0.76284,0.99078,0.98146,0.99398,0.86456,0.54196,0.26721,0.76357,6.634e-05,6.634e-05,6.634e-05
342,1325.85,0.54406,0.25975,0.76513,0.99074,0.98146,0.99402,0.86799,0.52,0.25618,0.76225,6.6241e-05,6.6241e-05,6.6241e-05
343,1329.71,0.55158,0.26748,0.76361,0.99125,0.98146,0.99319,0.86167,0.53935,0.26205,0.76272,6.6142e-05,6.6142e-05,6.6142e-05
344,1333.58,0.51792,0.25895,0.76605,0.99434,0.98146,0.99409,0.87182,0.50254,0.25169,0.76028,6.6043e-05,6.6043e-05,6.6043e-05
345,1337.49,0.53978,0.267,0.75934,0.99431,0.98146,0.99407,0.86825,0.50756,0.25472,0.76033,6.5944e-05,6.5944e-05,6.5944e-05
346,1341.32,0.52504,0.26008,0.75788,0.99168,0.98157,0.99326,0.86593,0.50697,0.25376,0.76101,6.5845e-05,6.5845e-05,6.5845e-05
347,1345.17,0.52933,0.26464,0.75766,0.99126,0.98558,0.99446,0.87489,0.48235,0.2411,0.75921,6.5746e-05,6.5746e-05,6.5746e-05
348,1349.15,0.52051,0.26274,0.76511,0.99169,0.98379,0.9941,0.87022,0.519,0.24601,0.76177,6.5647e-05,6.5647e-05,6.5647e-05
349,1353.21,0.52812,0.26712,0.76368,0.9917,0.98477,0.9941,0.87717,0.48332,0.23645,0.75915,6.5548e-05,6.5548e-05,6.5548e-05
350,1357.12,0.56631,0.27233,0.76846,0.99066,0.98357,0.99434,0.8771,0.49382,0.24212,0.75882,6.5449e-05,6.5449e-05,6.5449e-05
351,1360.76,0.52339,0.25697,0.77148,0.99272,0.98239,0.99313,0.8692,0.50594,0.24383,0.76094,6.535e-05,6.535e-05,6.535e-05
352,1364.41,0.53241,0.2638,0.76126,0.9926,0.98352,0.99322,0.87249,0.49345,0.24163,0.76098,6.5251e-05,6.5251e-05,6.5251e-05
353,1368.02,0.54154,0.26586,0.76557,0.99229,0.98249,0.99324,0.87442,0.49386,0.24443,0.76041,6.5152e-05,6.5152e-05,6.5152e-05
354,1371.62,0.52578,0.26492,0.76158,0.98975,0.98146,0.99243,0.86694,0.50555,0.24557,0.76095,6.5053e-05,6.5053e-05,6.5053e-05
355,1375.21,0.54213,0.26534,0.76188,0.99066,0.98301,0.99319,0.8732,0.48776,0.24277,0.76018,6.4954e-05,6.4954e-05,6.4954e-05
356,1378.84,0.51628,0.25467,0.76233,0.99209,0.98249,0.99321,0.87179,0.50954,0.24763,0.761,6.4855e-05,6.4855e-05,6.4855e-05
357,1382.47,0.53022,0.2571,0.76449,0.99375,0.98212,0.99405,0.87151,0.49936,0.24244,0.76008,6.4756e-05,6.4756e-05,6.4756e-05
358,1386.17,0.50099,0.26175,0.76269,0.99303,0.98146,0.99316,0.87151,0.49853,0.23881,0.76037,6.4657e-05,6.4657e-05,6.4657e-05
359,1389.75,0.49367,0.24311,0.77017,0.99067,0.98391,0.99401,0.87606,0.48947,0.23828,0.75986,6.4558e-05,6.4558e-05,6.4558e-05
360,1393.38,0.52209,0.25765,0.75814,0.98961,0.98103,0.99172,0.86782,0.51521,0.24992,0.76071,6.4459e-05,6.4459e-05,6.4459e-05
361,1396.98,0.51481,0.25353,0.75907,0.99167,0.9807,0.99252,0.86863,0.5126,0.24936,0.76062,6.436e-05,6.436e-05,6.436e-05
362,1400.84,0.52575,0.25826,0.75701,0.99271,0.9811,0.99322,0.86804,0.50313,0.24997,0.76089,6.4261e-05,6.4261e-05,6.4261e-05
363,1404.61,0.51656,0.25418,0.76917,0.99271,0.98197,0.99327,0.87583,0.49767,0.24747,0.7611,6.4162e-05,6.4162e-05,6.4162e-05
364,1408.41,0.50733,0.25401,0.76274,0.99186,0.98146,0.99324,0.86657,0.52748,0.25359,0.7613,6.4063e-05,6.4063e-05,6.4063e-05
365,1412.05,0.53117,0.25798,0.76545,0.99207,0.98249,0.99251,0.86925,0.50421,0.24921,0.76057,6.3964e-05,6.3964e-05,6.3964e-05
366,1415.73,0.53853,0.26695,0.75708,0.98893,0.98146,0.99222,0.87263,0.50308,0.24782,0.76118,6.3865e-05,6.3865e-05,6.3865e-05
367,1419.37,0.52561,0.2612,0.76291,0.98939,0.98352,0.99144,0.85703,0.54088,0.25596,0.76237,6.3766e-05,6.3766e-05,6.3766e-05
368,1423.2,0.49246,0.25353,0.76237,0.99065,0.98184,0.99151,0.87458,0.50701,0.25074,0.76152,6.3667e-05,6.3667e-05,6.3667e-05
369,1426.97,0.51781,0.26008,0.76305,0.99168,0.98223,0.99218,0.87413,0.49462,0.24735,0.76045,6.3568e-05,6.3568e-05,6.3568e-05
370,1430.7,0.52622,0.25474,0.75416,0.99167,0.98096,0.99251,0.86038,0.53959,0.26092,0.76218,6.3469e-05,6.3469e-05,6.3469e-05
371,1434.26,0.50563,0.24988,0.76178,0.99065,0.98154,0.99321,0.87568,0.50077,0.24598,0.76146,6.337e-05,6.337e-05,6.337e-05
372,1438.03,0.50469,0.24575,0.76501,0.99066,0.98318,0.99409,0.87573,0.4972,0.24436,0.76097,6.3271e-05,6.3271e-05,6.3271e-05
373,1441.79,0.5271,0.26123,0.76398,0.99169,0.98323,0.99413,0.86954,0.5106,0.24704,0.76096,6.3172e-05,6.3172e-05,6.3172e-05
374,1445.49,0.50793,0.25468,0.763,0.99273,0.98397,0.99408,0.87925,0.48758,0.2394,0.75937,6.3073e-05,6.3073e-05,6.3073e-05
375,1449.05,0.5071,0.25294,0.75884,0.99244,0.98146,0.99321,0.87447,0.50396,0.24531,0.76074,6.2974e-05,6.2974e-05,6.2974e-05
376,1452.67,0.52144,0.25892,0.76151,0.99271,0.98209,0.99327,0.87744,0.48297,0.24222,0.75909,6.2875e-05,6.2875e-05,6.2875e-05
377,1456.31,0.50882,0.25122,0.76152,0.99168,0.98191,0.99328,0.87529,0.49123,0.24354,0.7598,6.2776e-05,6.2776e-05,6.2776e-05
378,1460.05,0.53237,0.25674,0.76456,0.98962,0.98177,0.9925,0.8686,0.51947,0.25276,0.76157,6.2677e-05,6.2677e-05,6.2677e-05
379,1463.77,0.50052,0.25753,0.7638,0.99234,0.98352,0.99238,0.87405,0.48671,0.23816,0.75958,6.2578e-05,6.2578e-05,6.2578e-05
380,1467.59,0.52266,0.25875,0.76316,0.99018,0.98249,0.99227,0.87087,0.51252,0.24718,0.761,6.2479e-05,6.2479e-05,6.2479e-05
381,1471.31,0.5206,0.24715,0.76458,0.98964,0.98335,0.99217,0.8721,0.50197,0.24389,0.76071,6.238e-05,6.238e-05,6.238e-05
382,1474.82,0.51476,0.25752,0.76913,0.99066,0.98317,0.99206,0.87876,0.48675,0.23794,0.76021,6.2281e-05,6.2281e-05,6.2281e-05
383,1478.33,0.51556,0.24933,0.76362,0.99169,0.98267,0.99211,0.87324,0.51406,0.24917,0.7622,6.2182e-05,6.2182e-05,6.2182e-05
384,1482.08,0.51841,0.2441,0.77195,0.99305,0.98352,0.99206,0.87484,0.48954,0.23771,0.76018,6.2083e-05,6.2083e-05,6.2083e-05
385,1485.6,0.51142,0.25271,0.76047,0.99375,0.98208,0.99232,0.87072,0.50625,0.24146,0.76052,6.1984e-05,6.1984e-05,6.1984e-05
386,1489.18,0.51589,0.24616,0.75556,0.99374,0.98145,0.99239,0.87669,0.50379,0.24097,0.76074,6.1885e-05,6.1885e-05,6.1885e-05
387,1492.75,0.50635,0.25129,0.76066,0.99243,0.98249,0.99323,0.8701,0.51036,0.24632,0.76026,6.1786e-05,6.1786e-05,6.1786e-05
